,count,projectID,projectAcronym
5257,26,700355.0,HyGrid
5258,8,700359.0,ELY4OFF
5259,18,700367.0,DANTE
5260,102,700378.0,CIPSEC
5261,20,700381.0,ASGARD
5262,2,700385.0,CLISEL
5263,40,700386.0,Spatialec
5264,98,700395.0,HERACLES
5265,22,700416.0,SUCCESS
5266,76,700475.0,beAWARE
5267,42,700478.0,RANGER
5268,24,700510.0,iTRACK
5269,20,700512.0,CortIMod
5270,22,700525.0,NIOBE
5271,92,700540.0,CANVAS
5272,52,700542.0,FutureTrust
5273,8,700564.0,HEATSTACK
5274,84,700581.0,ATENA
5275,12,700583.0,PeaceTraining.eu
5276,76,700621.0,SmartResilience
5277,18,700626.0,iBorderCtrl
5278,46,700643.0,SafeShore
5279,34,700665.0,CITADEL
5280,8,700667.0,SOSLeM
5281,20,700670.0,GAP
5282,52,700688.0,TAKEDOWN
5283,54,700692.0,DiSIEM
5284,40,700699.0,BRIGAID
5285,14,700745.0,Topological-Plasmonics
5286,160,700748.0,LIQUEFACT
5287,8,700759.0,INDSOC
5288,2,700769.0,THALES
5289,6,700778.0,CRESO
5290,2,700786.0,DOLORES
5291,6,700788.0,CORA
5292,2,700796.0,ARCDIV
5293,6,700802.0,MULTI2DSWITCH
5294,4,700812.0,UniPAT
5295,4,700819.0,PhotoSMM
5296,12,700829.0,3D-Forensics/FTI
5297,8,700833.0,OUTCROSS
5298,2,700838.0,Nexus
5299,2,700843.0,REDRAF
5300,2,700853.0,MISFIT
5301,4,700863.0,IRESCO
5302,12,700867.0,Pod Yield
5303,10,700893.0,INNOVATE
5304,10,700907.0,PRIMORDIAL
5305,6,700913.0,SAGDESOR
5306,2,700925.0,SurgASSIST
5307,16,700946.0,OBSTETRICVIOLENCE
5308,2,700952.0,ISLANDPALECO
5309,12,700961.0,CompOLEDs
5310,4,700986.0,WInspector
5311,2,700990.0,MPA-ND
5312,16,701013.0,Neurotoxic
5313,12,701028.0,TAILORCAT
5314,10,701032.0,MOLAY-STRUDEL
5315,10,701034.0,MADAME
5316,2,701109.0,OPRAS
5317,10,701130.0,BRAIN REPEATS
5318,20,701154.0,ConAQuMe
5319,8,701192.0,VSHER
5320,4,701197.0,CORE 4.0
5321,16,701221.0,NET4IQ
5322,4,701230.0,DivMeanBody
5323,46,701236.0,EngageME
5324,10,701238.0,AFROEUROPOLITANS
5325,20,701254.0,GreenChalcoCell
5326,8,701264.0,InertialSensors
5327,6,701269.0,GoldOpera
5328,12,701275.0,REQUE 2
5329,2,701285.0,CHODIA
5330,6,701289.0,cryo-bacteria-reactor
5331,10,701306.0,FLAME
5332,4,701309.0,RSC
5333,10,701319.0,PARPin
5334,14,701329.0,FIBER
5335,10,701336.0,DNSVCFA
5336,2,701350.0,DEMETROPIS
5337,8,701355.0,NAMDIA
5338,4,701386.0,NewLightScalar
5339,10,701419.0,PrinTeam
5340,4,701455.0,LODIS
5341,2,701464.0,SocialBrain
5342,2,701467.0,OptoNMDA
5343,6,701473.0,MinBioTag
5344,8,701478.0,DryMIN
5345,2,701479.0,MONTEX
5346,2,701492.0,PMTFOS
5347,10,701493.0,WAVEFIL
5348,10,701494.0,MIGRATE
5349,4,701512.0,TIMEnzyme
5350,2,701513.0,SCALABLE DEMOCRACY
5351,8,701531.0,GEOCRETE
5352,6,701557.0,TEXREX
5353,12,701558.0,MagNem
5354,4,701584.0,MinimalSelf
5355,2,701590.0,COPPOLa
5356,4,701593.0,NPTC
5357,8,701597.0,Smart Colour
5358,4,701599.0,QHYDRO
5359,18,701621.0,MULTISIMO
5360,2,701632.0,Edible Neuroprosthetics
5361,6,701635.0,GLION
5362,2,701646.0,MatTypeEvol
5363,204,701647.0,PSI-FELLOW-II-3i
5364,2,701660.0,SavINGS
5365,2,701662.0,AsLife
5366,8,701664.0,RADoTE
5367,14,701676.0,SF-QFT
5368,4,701679.0,HEF
5369,4,701690.0,e-Gates
5370,2,701691.0,Spotifly
5371,8,701693.0,LiftTrain
5372,36,701697.0,CAR
5373,18,701698.0,BEAMED
5374,10,701704.0,FLAIR
5375,4,701708.0,NUTBIO-DIAB
5376,10,701713.0,IMAGINE
5377,8,701717.0,SPIN-MA
5378,6,701737.0,SNAPTRACE
5379,2,701745.0,NanoINCAGE
5380,22,701747.0,UrbPOLS
5381,2,701750.0,PEEK
5382,2,701753.0,IPLATFORM
5383,20,701770.0,INNOVATION
5384,48,701771.0,SIFRm
5385,6,701785.0,CLARITY
5386,10,701796.0,ThermalDFT
5387,2,701797.0,CSASG
5388,4,701807.0,Frobenius
5389,10,701815.0,FLUOPHOT
5390,8,701836.0,UnRi
5391,6,701844.0,YOUTHBLOCS
5392,4,701852.0,BIDMAG
5393,10,701859.0,GSAORI
5394,18,701867.0,FUNMAH
5395,2,701876.0,Smart Protocells
5396,18,701883.0,TRAPRODIG
5397,10,701885.0,SMJCY
5398,4,701891.0,HPHS
5399,2,701894.0,Spin1D
5400,4,701911.0,DISCOVERING
5401,20,701914.0,ECO.G.U.S.
5402,18,701915.0,SUCCESS
5403,14,701923.0,SYRIANBORDERS
5404,12,701932.0,By-BM
5405,6,701944.0,OBEDIA-MARK
5406,2,701949.0,EvolAge
5407,2,701958.0,OXFLUX
5408,2,701962.0,Rmat3
5409,2,701972.0,LWIMT
5410,2,701981.0,THAUMECOPHYL
5411,16,701983.0,Neuroheart
5412,12,701991.0,COBOTNITY
5413,2,701994.0,AmpiDots
5414,10,702001.0,BRISOACTIONS
5415,2,702004.0,Operation Condor
5416,6,702005.0,SPARCLEs
5417,16,702009.0,BSSTD
5418,6,702019.0,IGATO
5419,24,702048.0,NEIL
5420,56,702057.0,CLIMIFUN
5421,2,702073.0,Female Empowerment
5422,8,702084.0,SQuaPh
5423,4,702104.0,COEED
5424,2,702121.0,ACQUIRE
5425,8,702128.0,microMAGNETOFLUIDICS
5426,8,702134.0,DemocInChange
5427,6,702137.0,THE VERBAL APE
5428,2,702138.0,FastFlowSim
5429,22,702149.0,ZeoSynMech
5430,2,702172.0,QNaMic
5431,2,702177.0,BiMetArylation
5432,14,702213.0,PreclinSR
5433,2,702257.0,COLEDISO
5434,10,702281.0,FLATOPS
5435,6,702285.0,BigERRORS
5436,2,702287.0,DalitzCPviolation
5437,4,702293.0,MuCellWall
5438,2,702296.0,MIGROPOLIS
5439,14,702298.0,DELTAS
5440,12,702300.0,NanoIntra
5441,6,702304.0,3-5-FIRST
5442,4,702327.0,NGECA
5443,4,702329.0,NUTS
5444,4,702346.0,GUIDESIGINT
5445,2,702350.0,CHISEL
5446,8,702386.0,TransNic
5447,4,702402.0,ORCA
5448,4,702406.0,CoEND
5449,12,702408.0,DRAMATIC
5450,32,702410.0,HIntNets
5451,2,702430.0,RTEL1inHHS
5452,4,702435.0,Supra-CNT
5453,4,702462.0,LATE-STAGE
5454,4,702465.0,NEUROTUNN
5455,6,702466.0,EVIDENCITY
5456,6,702468.0,HoTRiverS
5457,8,702470.0,SSIIE
5458,6,702478.0,TRIGEM
5459,14,702483.0,MEMORAGE
5460,38,702491.0,NeuralCon
5461,2,702493.0,TraCTUs
5462,8,702497.0,DySoMa
5463,8,702511.0,URBANet
5464,6,702525.0,PhononGap
5465,22,702527.0,RoSTBiDFramework
5466,10,702528.0,GranD Cities
5467,14,702529.0,MICROARCHAEODUNG
5468,2,702531.0,YouthCult
5469,2,702538.0,SNSM
5470,4,702548.0,GaugedBH
5471,6,702562.0,PHILANTHROPIC RULE
5472,18,702565.0,HHGhole2
5473,14,702574.0,CollBioImag
5474,10,702577.0,DynamAtt
5475,18,702579.0,ETC-VSL
5476,16,702584.0,PREKARN
5477,2,702586.0,INpaCT
5478,2,702590.0,Shape Evolution
5479,6,702604.0,Cryoetch
5480,8,702606.0,SURE
5481,42,702607.0,SPanD
5482,22,702610.0,Resummation4PS
5483,18,702612.0,OEMBS
5484,16,702622.0,eGALISM
5485,4,702628.0,Future4Oceans
5486,6,702629.0,R2R-3G
5487,14,702635.0,PCCDX
5488,16,702638.0,BACCO
5489,8,702641.0,Trans-Plant
5490,2,702642.0,HOXA9 degradome
5491,4,702649.0,Neighbourhood Change
5492,6,702650.0,TOFNITW
5493,16,702655.0,INCREASE
5494,22,702666.0,DeeBMED
5495,2,702681.0,MIDOC
5496,8,702688.0,FORT2
5497,6,702694.0,BATH
5498,18,702702.0,AMUSIC
5499,12,702713.0,Super-DENSE
5500,4,702714.0,CLLassify
5501,4,702715.0,InjectableLasers
5502,8,702717.0,INDRO
5503,2,702725.0,WARMUSIC
5504,2,702726.0,Expectancy
5505,10,702747.0,POSEIDOMM
5506,20,702750.0,QLO-QG
5507,6,702755.0,DILIPHO
5508,4,702772.0,TEXTUAL NETWORKS
5509,4,702784.0,NEURO-AGE
5510,4,702794.0,HOMER
5511,2,702799.0,BOOMSTIM
5512,16,702868.0,SPENG
5513,4,702869.0,EFFECT
5514,14,702874.0,SATBIM
5515,24,702875.0,IsImAg
5516,12,702880.0,EDU-DEM
5517,6,702884.0,SOFIA
5518,10,702895.0,TRIA
5519,6,702911.0,BioMIC-FUEL
5520,4,702927.0,GLYCOSENSE
5521,12,702930.0,Ex-SPACE
5522,2,702933.0,MCNTMTDC
5523,14,702964.0,INTRACOF
5524,6,702970.0,PAEDS
5525,10,702971.0,Halo modelling
5526,12,702981.0,SYNERGINFO
5527,10,702989.0,ReProCounters
5528,14,702991.0,HumAn
5529,24,703015.0,NanoSiAl
5530,8,703018.0,NANOPTO
5531,6,703045.0,EPP-Am
5532,4,703047.0,SuMAC
5533,2,703060.0,MECHANISM
5534,2,703063.0,JUSECON
5535,2,703071.0,MUSLIM-NLNO
5536,4,703085.0,plaNET-seq
5537,2,703093.0,DMD2CURE
5538,4,703094.0,MARKTHEPIG
5539,10,703117.0,Crossover control
5540,14,703119.0,ForestRege
5541,2,703125.0,CyclAr
5542,2,703132.0,minimal-phagocyte
5543,4,703143.0,LSD-CortLVPC
5544,34,703145.0,FORECAST
5545,2,703160.0,PlaEndo
5546,4,703162.0,QUERWG
5547,4,703164.0,MTUB-ANGIO
5548,4,703185.0,OFBioSens-MIP
5549,6,703187.0,COMPUS
5550,14,703193.0,ESPCSS
5551,4,703195.0,SOCISS
5552,14,703201.0,TRANSNATIONALaw
5553,6,703204.0,TNS
5554,2,703223.0,HURIME
5555,10,703225.0,OHS
5556,20,703226.0,CKD AKI
5557,4,703227.0,DIBOR
5558,4,703230.0,WaterfallModel3D
5559,8,703235.0,MISWORD
5560,26,703236.0,INSTINCT
5561,8,703238.0,NCR
5562,6,703251.0,CONCLIMA
5563,22,703254.0,EBAR
5564,12,703269.0,CoTraDy
5565,4,703293.0,MBM
5566,6,703316.0,PINQ
5567,2,703333.0,ITHERLAB
5568,6,703352.0,EUICIT
5569,14,703366.0,SELECTRON
5570,2,703373.0,ANCIENT_TEETH
5571,6,703374.0,NMR4Nanos
5572,4,703379.0,Symbcompat
5573,16,703381.0,ECOTRAIT
5574,8,703382.0,RES INV
5575,12,703387.0,NeurOLED
5576,8,703399.0,ROBUST POLICY
5577,6,703401.0,ThreatValPun
5578,6,703415.0,DN-CARTILOGEL
5579,10,703419.0,DipInQuantum
5580,4,703432.0,TF3C_EM
5581,6,703438.0,Evol-Eyes
5582,6,703446.0,QUNS
5583,16,703489.0,CARER-AID
5584,12,703490.0,Stim-Plast-O
5585,10,703493.0,NEUROBUKIMI
5586,4,703495.0,IMMIGRANTS
5587,18,703497.0,CAP-CANCER
5588,2,703523.0,CoronaTag
5589,4,703526.0,FLAMENCO
5590,4,703530.0,DynOMIS
5591,4,703539.0,TREPISTEME
5592,6,703543.0,PCFENCM
5593,2,703561.0,MERC
5594,2,703566.0,MAGPLANT
5595,4,703570.0,INVeST
5596,4,703577.0,Glycoli
5597,4,703584.0,MCNANO
5598,6,703594.0,DECODE
5599,8,703595.0,TASTGCEP
5600,14,703597.0,BraIn Action
5601,4,703608.0,MOSAIC
5602,8,703611.0,DiseaseRecognition
5603,6,703613.0,DSMM
5604,4,703625.0,ACCELERATE
5605,4,703635.0,EXPECTBRAIN
5606,4,703639.0,LIPID IMMUNITY
5607,4,703650.0,SABRE
5608,2,703662.0,TOPEX
5609,8,703666.0,SmartCubes
5610,4,703668.0,SLIM
5611,12,703682.0,MuseCoP4DT
5612,6,703683.0,SoftRyd
5613,60,703689.0,ADAPT
5614,10,703696.0,ADMEP
5615,8,703697.0,TopOutEq
5616,2,703711.0,INTERWOVEN
5617,6,703733.0,STILLING
5618,6,703745.0,CONSALT
5619,18,703746.0,a-Si PVT-ORC
5620,6,703787.0,INTERPLAY
5621,16,703798.0,AcadHist
5622,4,703802.0,PlantCellMech
5623,10,703803.0,NonlinearMeta
5624,12,703813.0,C-LEAK
5625,4,703861.0,FANSOC
5626,2,703862.0,LCCMcons
5627,2,703864.0,SNAPCAT
5628,6,703880.0,MSCCC
5629,14,703886.0,CFQMLD
5630,16,703893.0,PATH
5631,6,703896.0,VGAP
5632,4,703912.0,TERAULTRA
5633,22,703916.0,Burst3D
5634,4,703926.0,BosQuanTran
5635,4,703934.0,FluoroDendriNostic
5636,2,703937.0,DaphNet
5637,18,703949.0,CFUC
5638,18,703950.0,HEAPPs
5639,2,703959.0,Degrees of Belief
5640,2,703961.0,PURKINJEREG
5641,2,703966.0,Intersex Genealogy
5642,6,703972.0,ClusterDynamics
5643,8,703978.0,SWATCH
5644,2,703986.0,RETICULUS
5645,24,703988.0,ULPIoT
5646,4,703991.0,CARAMBA
5647,6,704010.0,RNF
5648,10,704030.0,AFFMA
5649,6,704035.0,MARIPOSAS
5650,6,704045.0,MODES
5651,14,704094.0,GRANITE
5652,2,704098.0,HyCoRod
5653,58,704110.0,CADENT
5654,12,704111.0,InfTy
5655,4,704120.0,MIRNANO
5656,10,704127.0,HEGNAT
5657,6,704133.0,PIEZOMACH
5658,4,704172.0,RACE
5659,2,704175.0,SMART-BONE
5660,14,704187.0,HEFTinLOOPS
5661,10,704192.0,CV SUBUNIQC
5662,18,704201.0,NanoORC
5663,2,704206.0,CasMETICS
5664,2,704218.0,AMO-dance
5665,22,704227.0,Young-Italian 2015
5666,8,704228.0,Yeast-Glyco
5667,2,704254.0,EpiCDomestic
5668,4,704261.0,globalfertilitychain
5669,4,704263.0,Gap2bridge
5670,12,704272.0,NITROX
5671,6,704283.0,EStoPARENTING
5672,16,704292.0,TORWIRE
5673,10,704298.0,ERcontext
5674,6,704332.0,GLOBALTOX
5675,2,704334.0,DARES
5676,4,704361.0,Meta_Mind
5677,6,704364.0,FOIPO
5678,4,704382.0,BeeSymOverSpace
5679,4,704383.0,GENETONE
5680,2,704393.0,SynGenes
5681,8,704409.0,CoCo
5682,4,704410.0,FUTURE
5683,6,704438.0,TICKLE ME
5684,4,704459.0,HYBOCOMIX
5685,2,704464.0,Yamnomics
5686,4,704473.0,PyroMOF2cat
5687,6,704476.0,FPGA Accelerators
5688,4,704479.0,Legitimacy
5689,4,704491.0,HYPERBIO
5690,10,704506.0,Integrating Memories
5691,8,704507.0,EUROSOCIAL
5692,4,704514.0,InnateMSDyn
5693,4,704528.0,POSE
5694,6,704537.0,DecodeRemapping
5695,4,704544.0,ZeBiolApp
5696,14,704557.0,MUMPS
5697,10,704566.0,AlgDates
5698,8,704582.0,MIGRADAPT
5699,6,704585.0,PROCEED
5700,4,704603.0,metaVir-Alp
5701,4,704633.0,QUMEC
5702,6,704659.0,FlexBatteries
5703,14,704672.0,QBAS
5704,28,704679.0,PARTNER
5705,20,704681.0,FRoST
5706,20,704696.0,RESOLVE
5707,14,704709.0,MATRIX
5708,4,704710.0,SDchirnanocat
5709,8,704716.0,SPES
5710,2,704724.0,THERMCP
5711,2,704734.0,SUPRACOPHS
5712,2,704786.0,3D-Plant2Cells
5713,10,704807.0,BEND
5714,2,704822.0,MedCoRes
5715,8,704830.0,Supra spin-selection
5716,10,704832.0,TwUnaGas
5717,18,704837.0,WINDASH
5718,6,704852.0,GaLIophore
5719,6,704867.0,CUISINE
5720,2,704870.0,SILYCAT
5721,2,704895.0,TERMS-Ocean
5722,2,704903.0,BAC-STAR
5723,18,704910.0,InfGroups
5724,8,704912.0,FLUORODRUGS
5725,2,704920.0,ADAPTIVE INVERSIONS
5726,18,704947.0,ADVANTAG5
5727,10,704951.0,ISOMET
5728,10,704963.0,E-TEX
5729,2,704974.0,HONEYDIAB-8
5730,8,704978.0,SMILED
5731,8,704994.0,Labour and Migration
5732,4,704995.0,DE-STRESS
5733,2,704998.0,QuP
5734,10,705010.0,Detect and React
5735,2,705023.0,ProHyPro
5736,2,705026.0,DIGITAL ALFIERI
5737,6,705033.0,AggregationKinetics
5738,6,705037.0,Dynamic Perspectives
5739,14,705041.0,BINAMA
5740,2,705046.0,SocialAccent
5741,6,705054.0,NOFLAME
5742,2,705079.0,EXPHYLL
5743,2,705090.0,Ex Anatolia lux
5744,14,705100.0,BIOMODULAR
5745,4,705104.0,Exile and Technology
5746,2,705108.0,HippBoundariesPE
5747,26,705109.0,N-MuQuaS
5748,4,705112.0,ZC
5749,6,705113.0,2for1-SingletFission
5750,2,705149.0,MicroERA
5751,8,705151.0,ChemoSense
5752,4,705161.0,NanoArray
5753,12,705163.0,MicroNICHE
5754,4,705165.0,Protoeukaryotes
5755,2,705188.0,TaGFrag
5756,4,705190.0,NuSiCC
5757,12,705194.0,SeQuCom
5758,18,705215.0,Rockslope_failures
5759,18,705217.0,UPR
5760,14,705219.0,HIT-LVAD
5761,2,705225.0,MEDICINE
5762,8,705229.0,MoGEs
5763,2,705247.0,DINEQ
5764,2,705249.0,RICC
5765,12,705256.0,COPQE
5766,12,705269.0,SCOUTFermi2D
5767,2,705278.0,Quantum BOSS
5768,4,705287.0,FOMN
5769,18,705295.0,Multi-time Integral Eqs.
5770,4,705296.0,ENDYVE
5771,4,705311.0,CorCir
5772,12,705321.0,PrOBiEM
5773,8,705326.0,SWING
5774,2,705332.0,Magnetic Universe
5775,6,705339.0,CATHDFENS
5776,4,705360.0,MYCLIMATE
5777,4,705365.0,MOFMAP
5778,8,705386.0,ROMAINE
5779,32,705402.0,poro sos
5780,2,705408.0,WATER DROP
5781,4,705410.0,GROUPNIP
5782,2,705417.0,AlzDiabetes
5783,4,705427.0,ReadyToGo
5784,2,705432.0,NITRIPHYLL
5785,10,705437.0,NextGEnergy
5786,20,705444.0,MOPTOPus
5787,8,705464.0,SCOOBA
5788,2,705467.0,MASSS
5789,8,705478.0,MULTIPREF
5790,18,705498.0,DEEPCEPTION
5791,2,705499.0,HArchitHeC
5792,12,705515.0,ICDSpec
5793,4,705529.0,Cleanup-MOFs
5794,6,705532.0,SOFT-TISSUES
5795,8,705560.0,MITOBIOPATH
5796,6,705577.0,TechPolChange
5797,12,705600.0,MultimodalCellTrack
5798,2,705607.0,ENHANCE
5799,2,705615.0,ADAPTATION
5800,4,705616.0,SMART-LANLIGHT
5801,36,705617.0,SAGE-CPSoC
5802,6,705619.0,VOLTAIC
5803,16,705630.0,PreMotive
5804,10,705641.0,Farewell flashbacks
5805,32,705643.0,INTERCOGAM
5806,6,705652.0,ODEON
5807,18,705677.0,BUSWEL
5808,2,705686.0,GlobalPolicyUncertainty
5809,6,705697.0,REINVENT
5810,4,705701.0,MolecularEVOLUTION
5811,14,705705.0,ANCHOR E3s
5812,2,705709.0,ENART
5813,2,705713.0,QUINTESSENS
5814,8,705723.0,ARCADIA
5815,2,705763.0,STUSOCSTA
5816,2,705768.0,InviCitRom
5817,8,705777.0,Tropical lichens
5818,8,705791.0,Cells-in-drops
5819,2,705805.0,colloidlego
5820,4,705808.0,PINBAC
5821,2,705826.0,NanoOxySens
5822,10,705853.0,MITOCHONTACTS
5823,6,705857.0,smartCC
5824,6,705861.0,ASPAir
5825,8,705862.0,Exosomes
5826,2,705869.0,EXNADMINA
5827,12,705872.0,POLEMIG
5828,24,705874.0,QUANTUM LOOP
5829,2,705895.0,CLAVICHORD
5830,8,705930.0,SEX_FIGHT_SLEEP
5831,2,705938.0,NeuroASPECT
5832,2,705939.0,epiGERMetics
5833,4,705944.0,THERMOSTALL
5834,8,705955.0,TOPOPOLIS
5835,8,705957.0,SelectX
5836,8,705960.0,SGPCM
5837,14,705968.0,NovelTopo
5838,4,705972.0,FORGENET
5839,6,705982.0,ODICON-ASMA
5840,4,705989.0,RuKNOW
5841,4,706008.0,TM-FLPS
5842,6,706011.0,PalmHydraulics
5843,4,706016.0,MUSDEWAR
5844,6,706028.0,CoSMaS
5845,12,706055.0,CCPaMe
5846,4,706072.0,NanoMembR
5847,8,706081.0,EpiHope
5848,6,706082.0,CONJUGATION
5849,4,706088.0,EURO-KARST
5850,2,706094.0,TONSOPS
5851,4,706102.0,BREADforALL
5852,22,706113.0,ARAB PARLIAMENTS
5853,2,706115.0,HEAT-WHEAT
5854,8,706128.0,BIC
5855,4,706136.0,defence_SC
5856,4,706144.0,XPGCS
5857,6,706196.0,EVOL-WNS
5858,4,706198.0,Mapping Anna
5859,8,706208.0,SocParPhenoEvol
5860,6,706219.0,REGPROP
5861,8,706253.0,pPHEV
5862,14,706260.0,Mercator-e
5863,2,706274.0,AS-ABA
5864,2,706283.0,VORTSHEET
5865,2,706296.0,DISTRICT
5866,8,706303.0,MultiSens
5867,8,706312.0,FUTBOL
5868,4,706314.0,GRAPHIL
5869,10,706318.0,FREYA
5870,14,706320.0,DIGDEEP
5871,10,706329.0,cOMPoSe
5872,30,706334.0,MELASAT
5873,8,706349.0,RGDQG
5874,8,706351.0,Cyano4REST
5875,6,706353.0,MAIT
5876,14,706372.0,MOUSIE
5877,10,706376.0,INVERTIDAL
5878,4,706390.0,BEYONDCO
5879,18,706396.0,E2D3S2
5880,10,706410.0,IMAGIT
5881,6,706415.0,High level CDFT
5882,16,706426.0,TOXIC-RISK
5883,8,706428.0,Ko-Tsah-To
5884,6,706429.0,HairGen
5885,10,706432.0,PADUA
5886,22,706434.0,NLO-CO
5887,6,706443.0,WntELECT
5888,12,706475.0,PainDynamics
5889,4,706476.0,BrightPhoton
5890,2,706482.0,BIODIV ISLAND-CONT
5891,12,706487.0,FermiTrap
5892,2,706499.0,PACEMech
5893,10,706519.0,DecodePL
5894,12,706538.0,TranspvdW
5895,8,706551.0,toxiclipasyn
5896,16,706552.0,APPEL
5897,2,706553.0,Speedingrisk
5898,6,706556.0,CHIMMM
5899,2,706557.0,MONONANOCHEM
5900,10,706561.0,Neuroimaging power
5901,2,706564.0,NGUEC
5902,4,706567.0,TransSplicHD
5903,2,706581.0,MESO-JBIR-102
5904,2,706611.0,MASHQI
5905,6,706620.0,IEA
5906,14,706668.0,TalkingHeads
5907,6,706671.0,EASTMED-PALEOTSUNAMI
5908,6,706672.0,ITPF
5909,4,706680.0,EquiPE
5910,12,706694.0,NinZA
5911,2,706706.0,ANTILGBT
5912,16,706707.0,A-LITHIA
5913,2,706708.0,PhySound
5914,2,706712.0,Coupled
5915,10,706714.0,CONNECT
5916,2,706724.0,ROFeRS
5917,6,706741.0,BWBN
5918,8,706744.0,COLIBRI
5919,12,706754.0,ANSWER
5920,28,706760.0,PMOHR
5921,12,706781.0,REOPTIMIZE
5922,12,706784.0,PRESSURE
5923,16,706788.0,NPMSSES
5924,8,706809.0,DIPPHASE
5925,14,706839.0,SPINSOCS
5926,2,706888.0,GenderJust
5927,6,706890.0,QFluctTrans
5928,20,706896.0,COSMOFLAGS
5929,16,706899.0,EQUIANFUN
5930,6,706929.0,FM-4NXTG
5931,10,706930.0,NanoPorous DNA-array
5932,2,706965.0,GCG-T3 Dyslipidemia
5933,4,706996.0,PrinTendon
5934,10,706999.0,E-GOS
5935,8,707013.0,XYL-EID
5936,2,707015.0,GRNHairCell
5937,2,707017.0,TRANSITION-FRICTION
5938,6,707027.0,BMC Rendering
5939,6,707068.0,CENTURION
5940,22,707070.0,EARLINESS.eu
5941,4,707071.0,RAMSES
5942,14,707072.0,MARDIV
5943,6,707084.0,VoidTrap
5944,10,707099.0,DIVERGE
5945,16,707124.0,StatusCities
5946,2,707128.0,PIGYVAX
5947,24,707135.0,GenoPri
5948,2,707138.0,PERSIST
5949,12,707168.0,MatchForSolar
5950,4,707187.0,MABVOC
5951,6,707197.0,ChroMoLEME
5952,2,707229.0,ADHERE
5953,4,707241.0,OBESOGENS
5954,4,707252.0,SpinReMag
5955,6,707253.0,PopClandSATYRICON
5956,10,707262.0,LAWINE
5957,6,707295.0,TRACER
5958,4,707297.0,RECORDER
5959,12,707326.0,PhotoCloth
5960,10,707340.0,LENSD
5961,20,707345.0,DiMeTrack
5962,8,707348.0,FNS-4-NAMOSAT
5963,10,707362.0,TraumiR
5964,2,707364.0,NAMESTRANSIS
5965,14,707373.0,ECogNeT
5966,4,707392.0,MIGRATE
5967,144,707404.0,LEaDing Fellows
5968,6,707406.0,VISMEM
5969,4,707438.0,SUPEREOM
5970,2,707457.0,CaTSYS
5971,34,707466.0,3DRM
5972,8,707477.0,DrugCrops
5973,10,707485.0,LandGrab
5974,2,707525.0,FIBROCAN
5975,4,707530.0,EpiMIRgen
5976,12,707532.0,EFIResources
5977,36,707543.0,MAtISSE
5978,12,707546.0,SURE
5979,4,707559.0,ICRED
5980,4,707562.0,AIDSsilences
5981,2,707581.0,MECHANOCHECK
5982,4,707587.0,DRIVE
5983,2,707597.0,CSR_MEMORY
5984,30,707601.0,ZoomInTheDust
5985,2,707624.0,PHOSPHOTRAC
5986,10,707636.0,COMPLEX
5987,36,707642.0,CLIP
5988,16,707643.0,Tribocharge
5989,12,707644.0,2D-EG-FET
5990,20,707652.0,TECHSUS
5991,10,707658.0,NanoHeat
5992,14,707663.0,ANATOMY-FOUND
5993,2,707668.0,Glial Patterning
5994,4,707683.0,SMALLDIS
5995,10,707688.0,EVNSMAS
5996,4,707693.0,EHMVSIMF
5997,8,707726.0,NEIGHBOURCHANGE
5998,2,707727.0,AVISSO
5999,24,707730.0,NPAD
6000,6,707758.0,FusionSystems
6001,2,707763.0,FOODEV
6002,2,707771.0,GENDER-CF
6003,4,707807.0,HealingFromEnclosure
6004,10,707816.0,ORGANIC QUAL TRACERS
6005,22,707837.0,RESOLVE
6006,2,707840.0,SpiL
6007,2,707905.0,BiominAB-3D
6008,2,707918.0,LORD
6009,6,707922.0,Pectin
6010,6,707954.0,Nano-PieZoelecTrics
6011,10,707968.0,IDEA
6012,24,707983.0,HiggsEFTatNLO
6013,4,707990.0,MetricIMo
6014,6,707998.0,REGDAM
6015,2,708007.0,Perceptual Dominancy
6016,2,708030.0,LCLW
6017,2,708036.0,THERAGEL
6018,2,708041.0,CIRCLE
6019,6,708045.0,6D STRINGS
6020,2,708056.0,SPARk
6021,10,708068.0,PHOSPHOR
6022,2,708096.0,GROUNDHR
6023,14,708106.0,ULKCOND
6024,2,708117.0,ANOXIA-MEM
6025,6,708119.0,DUSC3
6026,14,708122.0,MOCCA
6027,10,708124.0,DDM-GNI
6028,2,708125.0,ROQ-WACh
6029,4,708128.0,ZF-ILC
6030,2,708129.0,PHONON-VALVE
6031,6,708130.0,ivMX
6032,8,708131.0,EFOX
6033,4,708138.0,PredAMEG
6034,2,708152.0,T2DM and AD
6035,2,708175.0,DiReC-IL
6036,14,708200.0,ADVANTA
6037,2,708201.0,PIQUANT
6038,2,708207.0,BAYESLAND
6039,2,708216.0,LIMAStruct
6040,18,708227.0,CAPABLE
6041,8,708228.0,CaPE
6042,2,708232.0,SymMech
6043,4,708249.0,GATED
6044,4,708257.0,FIREFELM
6045,10,708288.0,ODes aCCES
6046,4,708295.0,CA1 layers
6047,16,708305.0,SIPEA
6048,2,708310.0,BRCANCER
6049,8,708321.0,CINMAB
6050,2,708329.0,MANAN
6051,8,708351.0,NANOTER
6052,2,708354.0,SYNOX
6053,14,708362.0,DIET-SEX-GENOMICS
6054,4,708374.0,FreshProof
